Mat;Ind;Ipa;Ing;Rata;Jumlah
92.5;78;82.5;62;78.75;315
67.5;76;62.5;68;68.5;274
72.5;74;65;48;64.875;259.5
80;82;67.5;50;69.875;279.5
60;78;77.5;52;66.875;267.5
42.5;80;65;76;65.875;263.5
87.5;80;92.5;56;79;316
95;82;82.5;48;76.875;307.5
67.5;80;65;44;64.125;256.5
65;80;55;74;68.5;274
67.5;92;82.5;68;77.5;310
60;90;72.5;36;64.625;258.5
92.5;88;85;62;81.875;327.5
72.5;82;57.5;48;65;260
67.5;84;75;32;64.625;258.5
55;84;72.5;52;65.875;263.5
65;92;72.5;56;71.375;285.5
85;86;87.5;36;73.625;294.5
65;84;75;34;64.5;258
55;90;72.5;46;65.875;263.5
97.5;80;67.5;62;76.75;307
55;90;60;50;63.75;255
80;94;80;66;80;320
100;88;82.5;54;81.125;324.5
75;82;62.5;36;63.875;255.5
62.5;88;80;64;73.625;294.5
45;80;70;68;65.75;263
60;78;70;50;64.5;258
52.5;92;72.5;52;67.25;269
60;92;70;68;72.5;290
82.5;82;60;66;72.625;290.5
45;86;70;54;63.75;255
85;76;77.5;60;74.625;298.5
75;82;77.5;80;78.625;314.5
70;92;77.5;70;77.375;309.5
62.5;76;67.5;46;63;252
65;80;57.5;56;64.625;258.5
87.5;90;90;66;83.375;333.5
65;88;65;62;70;280
70;84;77.5;50;70.375;281.5
70;80;80;48;69.5;278
67.5;82;62.5;58;67.5;270
75;80;80;66;75.25;301
90;92;85;68;83.75;335
97.5;86;82.5;70;84;336
92.5;90;77.5;62;80.5;322
82.5;86;82.5;64;78.75;315
62.5;82;75;38;64.375;257.5
82.5;82;82.5;72;79.75;319
90;94;95;68;86.75;347
85;88;82.5;78;83.375;333.5
85;84;82.5;58;77.375;309.5
77.5;84;60;56;69.375;277.5
62.5;86;75;54;69.375;277.5
85;86;77.5;64;78.125;312.5
100;92;92.5;84;92.125;368.5
57.5;70;65;68;65.125;260.5
90;92;85;70;84.25;337
87.5;94;82.5;64;82;328
80;78;67.5;50;68.875;275.5
77.5;82;80;58;74.375;297.5
85;90;70;40;71.25;285
65;92;65;66;72;288
60;78;70;76;71;284
67.5;88;85;78;79.625;318.5
60;84;72.5;48;66.125;264.5
100;92;77.5;78;86.875;347.5
72.5;74;65;40;62.875;251.5
55;90;62.5;68;68.875;275.5
72.5;76;62.5;58;67.25;269
72.5;76;60;64;68.125;272.5
72.5;76;50;62;65.125;260.5
57.5;78;70;74;69.875;279.5
57.5;78;67.5;54;64.25;257
65;80;82.5;78;76.375;305.5
87.5;88;72.5;56;76;304
55;90;60;62;66.75;267
57.5;88;65;70;70.125;280.5
37.5;84;57.5;86;66.25;265
62.5;80;75;40;64.375;257.5
92.5;82;60;48;70.625;282.5
62.5;84;75;44;66.375;265.5
82.5;80;60;52;68.625;274.5
82.5;92;67.5;68;77.5;310
52.5;74;77.5;52;64;256
80;82;70;66;74.5;298
85;84;70;48;71.75;287
72.5;86;77.5;38;68.5;274
75;90;70;74;77.25;309
67.5;84;67.5;38;64.25;257
72.5;70;72.5;38;63.25;253
97.5;94;80;56;81.875;327.5
62.5;80;67.5;60;67.5;270
82.5;78;77.5;56;73.5;294
72.5;86;75;66;74.875;299.5
97.5;88;77.5;64;81.75;327
70;80;70;46;66.5;266
57.5;80;60;48;61.375;245.5
60;84;75;44;65.75;263
50;88;52.5;56;61.625;246.5
52.5;84;62.5;76;68.75;275
82.5;80;67.5;60;72.5;290
67.5;86;87.5;38;69.75;279
75;80;72.5;52;69.875;279.5
50;82;72.5;48;63.125;252.5
65;80;65;50;65;260
47.5;80;62.5;60;62.5;250
70;82;72.5;52;69.125;276.5
85;74;67.5;60;71.625;286.5
77.5;84;62.5;46;67.5;270
47.5;78;67.5;72;66.25;265
80;74;77.5;54;71.375;285.5
95;78;75;44;73;292
65;90;70;58;70.75;283
85;84;75;74;79.5;318
92.5;98;70;68;82.125;328.5
97.5;86;90;70;85.875;343.5
70;80;67.5;64;70.375;281.5
80;84;80;42;71.5;286
70;86;67.5;64;71.875;287.5
60;80;57.5;62;64.875;259.5
77.5;84;60;50;67.875;271.5
62.5;88;77.5;44;68;272
87.5;80;72.5;64;76;304
75;84;70;68;74.25;297
80;86;65;42;68.25;273
75;90;75;50;72.5;290
90;90;92.5;60;83.125;332.5
87.5;80;75;58;75.125;300.5
62.5;82;57.5;52;63.5;254
85;76;72.5;58;72.875;291.5
62.5;86;75;60;70.875;283.5
77.5;80;77.5;64;74.75;299
55;76;62.5;56;62.375;249.5
77.5;90;82.5;64;78.5;314
52.5;80;57.5;64;63.5;254
92.5;82;75;48;74.375;297.5
85;80;82.5;38;71.375;285.5
95;98;100;44;84.25;337
67.5;86;57.5;50;65.25;261
67.5;86;75;56;71.125;284.5
52.5;72;70;50;61.125;244.5
80;86;77.5;44;71.875;287.5
60;78;72.5;52;65.625;262.5
72.5;70;72.5;38;63.25;253
55;70;80;50;63.75;255
75;78;65;52;67.5;270
82.5;74;57.5;50;66;264
82.5;70;60;54;66.625;266.5
77.5;84;65;46;68.125;272.5
85;86;80;50;75.25;301
62.5;86;72.5;70;72.75;291
77.5;78;65;54;68.625;274.5
85;80;85;56;76.5;306
95;86;90;60;82.75;331
57.5;80;55;54;61.625;246.5
90;82;62.5;74;77.125;308.5
62.5;78;70;62;68.125;272.5
97.5;84;85;84;87.625;350.5
62.5;74;70;38;61.125;244.5
85;80;57.5;58;70.125;280.5
75;88;62.5;66;72.875;291.5
65;84;65;50;66;264
60;90;52.5;64;66.625;266.5
80;82;80;56;74.5;298
90;98;80;74;85.5;342
92.5;96;72.5;66;81.75;327
85;82;77.5;42;71.625;286.5
65;76;60;72;68.25;273
62.5;74;62.5;62;65.25;261
57.5;88;70;54;67.375;269.5
57.5;80;65;50;63.125;252.5
60;76;67.5;64;66.875;267.5
77.5;74;70;48;67.375;269.5
70;82;72.5;70;73.625;294.5
87.5;94;70;66;79.375;317.5
75;70;70;48;65.75;263
90;86;75;52;75.75;303
90;80;77.5;64;77.875;311.5
77.5;86;77.5;56;74.25;297
72.5;84;82.5;52;72.75;291
92.5;88;80;66;81.625;326.5
60;82;72.5;72;71.625;286.5
85;84;82.5;72;80.875;323.5
75;80;60;70;71.25;285
87.5;80;95;80;85.625;342.5
97.5;86;80;58;80.375;321.5
85.5;90;90;90;88.875;355.5
62.5;82;65;44;63.375;253.5
47.5;86;55;72;65.125;260.5
52.5;84;57.5;48;60.5;242
55;86;65;40;61.5;246
62.5;76;52.5;44;58.75;235
65;92;72.5;52;70.375;281.5
55;80;62.5;46;60.875;243.5
62.5;74;47.5;50;58.5;234
42.5;84;45;58;57.375;229.5
40;76;47.5;48;52.875;211.5
42.5;80;42.5;50;53.75;215
70;68;60;44;60.5;242
50;78;60;30;54.5;218
45;72;57.5;50;56.125;224.5
60;82;57.5;44;60.875;243.5
45;84;47.5;42;54.625;218.5
35;78;62.5;64;59.875;239.5
47.5;78;60;66;62.875;251.5
45;84;70;44;60.75;243
78.5;82;86.5;40;71.75;287.00
63.5;82;69;58;68.13;272.50
68.5;88.5;81.5;50;72.13;288.50
76;80;76.5;52;71.13;284.50
66;86;66.5;60;69.63;278.50
96;90;89;62;84.25;337.00
58.5;84.5;61.5;66;67.63;270.50
71;78;74;54;69.25;277.00
88.5;80;86.5;64;79.75;319.00
81;81;81.5;60;75.88;303.50
90.5;93;79;54;79.13;316.50
48.5;75;79;69.5;68.00;272.00
73.5;81;61.5;57.5;68.38;273.50
71;79;61.5;53.5;66.25;265.00
93.5;77;76.5;49.5;74.13;296.50
88;81.5;79;65.5;78.50;314.00
86.5;89;81.5;58;78.75;315.00
85;61;59;54;64.75;259.00
86;77.5;54;72;72.38;289.50
91;83;76.5;58;77.13;308.50
76;81;71.5;46;68.63;274.50
96;87;84;78;86.25;345.00
88.5;77;76.5;84;81.50;326.00
98.5;81;76.5;70;81.50;326.00
86;90.5;79;78;83.38;333.50
86;93;64;52;73.75;295.00
86;90.5;89;48;78.38;313.50
96;87;81.5;89.5;88.50;354.00
90.5;85;91.5;80;86.75;347.00
93.5;89;84;91.5;89.50;358.00
61;81;84;66;73.00;292.00
91;85.5;89;61;81.63;326.50
86;85;56.5;63.5;72.75;291.00
76;87;59;56;69.50;278.00
78.5;91;76.5;66;78.00;312.00
73.5;83;66.5;46;67.25;269.00
81;79;81.5;67.5;77.25;309.00
53.5;75;61.5;66;64.00;256.00
88.5;85;74;51.5;74.75;299.00
76;85.5;76.5;63.5;75.38;301.50
63.5;89;86.5;61;75.00;300.00
56;79.5;69;51.5;64.00;256.00
68.5;79;74;56;69.38;277.50
66;83;69;49.5;66.88;267.50
76;75;71.5;55;69.38;277.50
88.5;93;81.5;55.5;79.63;318.50
76;85.5;69;69;74.88;299.50
73.5;85;59;53.5;67.75;271.00
68.5;75;66.5;55.5;66.38;265.50
51;86.5;56.5;56;62.50;250.00
58.5;83;71.5;55;67.00;268.00
96;86.5;91.5;71;86.25;345.00
76;75;66.5;43.5;65.25;261.00
61;79;71.5;47;64.63;258.50
58.5;80.5;71.5;45.5;64.00;256.00
86;77;86.5;65.5;78.75;315.00
88.5;80.5;71.5;73.5;78.50;314.00
66;83;66.5;47;65.63;262.50
81;91;81.5;67.5;80.25;321.00
68.5;71;76.5;45.5;65.38;261.50
80;81;66.5;51.5;69.75;279.00
88.5;93;76.5;55;78.25;313.00
91;91;89;67.5;84.63;338.50
98.5;89;91.5;79;89.50;358.00
98.5;95;91.5;73.5;89.63;358.50
91;90.5;84;76;85.38;341.50
81;87;74;59.5;75.38;301.50
81;79;66.5;40;66.63;266.50
78.5;70.5;71.5;63.5;71.00;284.00
68.5;85;69;57;69.88;279.50
78.5;79;79;48;71.13;284.50
73.5;85;84;47;72.38;289.50
73.5;85.5;84;69.5;78.13;312.50
71;85;71.5;55;70.63;282.50
93.5;89;71.5;47;75.25;301.00
96;85.5;84;55.5;80.25;321.00
88.5;87;74;45.5;73.75;295.00
88;85;84;59.5;79.13;316.50
86.5;83;91.5;89.5;87.63;350.50
93.5;93;81.5;57;81.25;325.00
90;79;71.5;49.5;72.50;290.00
91;79;79;45.5;73.63;294.50
76;73;64;79;73.00;292.00
73.5;88.5;66.5;47.5;69.00;276.00
58.5;81;79;59.5;69.50;278.00
76;77;61.5;56;67.63;270.50
61;79;74;53.5;66.88;267.50
66;75.5;64;53.5;64.75;259.00
86;83;69;56;73.50;294.00
83.5;79;79;53.5;73.75;295.00
46;85;46.5;69;61.63;246.50
91;83;79;53.5;76.63;306.50
88.5;81;76.5;49;73.75;295.00
48.5;83;66.5;51.5;62.38;249.50
81;79;79;67;76.50;306.00
80.5;90.5;81.5;59.5;78.00;312.00
96;87;81.5;65.5;82.50;330.00
68.5;89;61.5;46;66.25;265.00
83.5;87;86.5;71.5;82.13;328.50
73.5;81.5;74;57.5;71.63;286.50
51;87;61.5;47;61.63;246.50
86;87;86.5;77.5;84.25;337.00
83.5;91;59;49;70.63;282.50
91;81;81.5;67.5;80.25;321.00
88.5;81;79;49;74.38;297.50
58.5;79;54;69.5;65.25;261.00
61;81;56.5;65.5;66.00;264.00
73.5;85.5;59;51;67.25;269.00
76;79;76.5;55.5;71.75;287.00
63.5;87;69;66;71.38;285.50
63.5;89;74;85.5;78.00;312.00
88.5;89;84.5;71;83.25;333.00
81;85.5;79;59.5;76.25;305.00
66;83;66.5;66;70.38;281.50
71;83;71.5;63.5;72.25;289.00
91;80.5;74;66;77.88;311.50
76;85;79;73.5;78.38;313.50
76;89;76.5;75.5;79.25;317.00
81;85;66.5;61.5;73.50;294.00
91;79.5;79;55.5;76.25;305.00
83.5;79;81.5;56;75.00;300.00
91;91;81.5;45.5;77.25;309.00
63.5;81;79;45;67.13;268.50
66;90.5;74;41.5;68.00;272.00
66;85;61.5;66;69.63;278.50
73.5;77;66.5;51.5;67.13;268.50
81;91;71.5;56;74.88;299.50
48.5;73.5;61.5;65.5;62.25;249.00
88.5;81;74;51;73.63;294.50
88.5;83;86.5;47.5;76.38;305.50
91;87;79;51.5;77.13;308.50
61;70.5;71.5;57;65.00;260.00
71;79;69;49.5;67.13;268.50
46;89;51.5;53.5;60.00;240.00
76;69;64;64;68.25;273.00
63.5;83;54;53.5;63.50;254.00
83.5;81;51.5;66;70.50;282.00
61;77.5;64;59.5;65.50;262.00
73.5;83;66.5;56;69.75;279.00
86;85;84;63.5;79.63;318.50
61;85;79;56;70.25;281.00
76;83;84;45.5;72.13;288.50
76;90.5;81.5;51.5;74.88;299.50
61;81;79;66;71.75;287.00
98.5;91;86.5;65.5;85.38;341.50
88.5;89;84;69;82.63;330.50
86;83.5;86.5;55.5;77.88;311.50
71;93;81.5;66;77.88;311.50
73.5;79;79;61.5;73.25;293.00
98.5;89;96.5;66;87.50;350.00
63.5;85.5;61.5;55.5;66.50;266.00
78.5;79;69;56;70.63;282.50
61;89;54;53.5;64.38;257.50
68.5;81.5;69;57;69.00;276.00
78.5;75;69;53.5;69.00;276.00
61;80.5;69;69;69.88;279.50
61;81;61.5;51.5;63.75;255.00
83.5;81;56.5;69;72.50;290.00
56;83;69;61;67.25;269.00
86;79;76.5;59.5;75.25;301.00
81;89;74;67;77.75;311.00
58.5;83;59;47.5;62.00;248.00
86;81;66.5;71;76.13;304.50
88.5;85;54;65.5;73.25;293.00
51;88.5;69;61;67.38;269.50
53.5;85;59;63.5;65.25;261.00
76;81;64;56;69.25;277.00
76;91;76.5;59.5;75.75;303.00
93.5;83.5;69;66;78.00;312.00
68.5;89;69;63.5;72.50;290.00
85;85;51.5;56;69.38;277.50
88.5;79;64;51.5;70.75;283.00
93.5;87;76.5;71;82.00;328.00
45;80.5;51.5;65.5;60.63;242.50
53.5;79;59;56;61.88;247.50
51;87;39;69.5;61.63;246.50
53.5;91;76.5;71.5;73.13;292.50
71;70.5;76.5;56;68.50;274.00
88.5;83;84;51;76.63;306.50
88.5;77;71.5;61.5;74.63;298.50
78.5;83;79;56;74.13;296.50
81;79;61.5;45.5;66.75;267.00
78.5;87.5;76.5;45;71.88;287.50
66;85;61.5;45.5;64.50;258.00
63.5;77;71.5;61.5;68.38;273.50
78.5;81;74;57;72.63;290.50
53.5;83;64;57.5;64.50;258.00
33.5;75;51.5;61;55.25;221.00
96;79;71.5;53.5;75.00;300.00
56;85;76.5;51;67.13;268.50
83.5;93;76.5;69.5;80.63;322.50
66;70.5;64;56;64.13;256.50
86;87;79;61.5;78.38;313.50
53.5;79;66.5;51.5;62.63;250.50
91;75;76.5;76;79.63;318.50
93.5;88.5;81.5;56;79.88;319.50
96;85;81.5;75.5;84.50;338.00
88.5;83;76.5;61;77.25;309.00
81;73;54;51;64.75;259.00
71;79;56.5;39.5;61.50;246.00
56;85.5;66.5;56;66.00;264.00
96;87;64;75.5;80.63;322.50
91;84;64;55;73.50;294.00
96;84;86.5;67.5;83.50;334.00
63.5;72.5;64;51;62.75;251.00
86;84;64;67.5;75.38;301.50
66;76;66.5;49.5;64.50;258.00
83.5;78;59;56;69.13;276.50
48.5;84;71.5;57.5;65.38;261.50
96;76;84;67;80.75;323.00
71;72;69;47.5;64.88;259.50
91;78;66.5;57;73.13;292.50
86;68.5;71.5;56;70.50;282.00
63.5;78;69;63.5;68.50;274.00
51;82;66.5;61;65.13;260.50
53.5;80;71.5;55.5;65.13;260.50
76;82;69;56;70.75;283.00
81;80;64;51;69.00;276.00
90;85.5;84;61;80.13;320.50
96;88;79;89.5;88.13;352.50
76;78;64;61;69.75;279.00
98.5;84;91.5;65.5;84.88;339.50
88.5;92;89;56;81.38;325.50
90.5;80;69;46;71.38;285.50
81;78.5;69;57;71.38;285.50
86;80;86.5;59.5;78.00;312.00
83.5;82;79;67.5;78.00;312.00
71;88;69;67;73.75;295.00
78.5;81.5;79;56;73.75;295.00
90.5;87;84;66;81.88;327.50
83.5;81;71.5;51;71.75;287.00
53.5;75.5;54;71;63.50;254.00
76;89;76.5;71;78.13;312.50
61;81;76.5;81.5;75.00;300.00
88.5;87;69;55;74.88;299.50
71;83;64;59.5;69.38;277.50
76;87;74;66;75.75;303.00
58.5;83;59;61;65.38;261.50
61;87;56.5;57.5;65.50;262.00
83.5;87;81.5;71;80.75;323.00
78.5;87;71.5;71.5;77.13;308.50
41;81.5;64;61;61.88;247.50
73.5;89;61.5;55;69.75;279.00
68.5;80.5;84;56;72.25;289.00
63.5;81;71.5;51.5;66.88;267.50
56;71;71.5;80;69.63;278.50
78.5;89;66.5;66;75.00;300.00
91;77;66.5;67.5;75.50;302.00
76;75.5;56.5;51;64.75;259.00
73.5;81;61.5;47.5;65.88;263.50
86;85;64;66;75.25;301.00
61;89;71.5;55.5;69.25;277.00
96;83.5;74;67;80.13;320.50
58.5;75;56.5;55.5;61.38;245.50
68.5;85;56.5;60;67.50;270.00
58.5;87;59;67;67.88;271.50
56;88.5;51.5;61.5;64.38;257.50
91;79;76.5;65.5;78.00;312.00
63.5;89;66.5;51;67.50;270.00
56;75;74;77.5;70.63;282.50
56;83.5;54;56;62.38;249.50
66;83;49;61.5;64.88;259.50
58.5;75;69;61;65.88;263.50
55;87.5;61.5;51.5;63.88;255.50
58.5;85;71.5;71;71.50;286.00
61;81;61.5;51.5;63.75;255.00
61;87.5;71.5;67;71.75;287.00
83.5;91;79;73.5;81.75;327.00
65;85;76.5;69;73.88;295.50
90.5;83;94;65.5;83.25;333.00
90;80.5;84;76;82.63;330.50
86;81;64;70;75.25;301.00
93.5;77;81.5;66;79.50;318.00
68;75.5;61.5;70;68.75;275.00
73.5;73;64;49.5;65.00;260.00
81;81;66.5;56;71.13;284.50
61;77.5;76.5;57;68.00;272.00
43.5;79;64;77.5;66.00;264.00
88.5;79.5;91.5;67;81.63;326.50
96;81;81.5;49.5;77.00;308.00
68.5;79;64;51;65.63;262.50
66;80;54;75.5;68.88;275.50
68.5;91;81.5;69;77.50;310.00
61;89;71.5;37.5;64.75;259.00
93.5;87;84;69;83.38;333.50
73.5;81;56.5;49.5;65.13;260.50
68.5;85.5;74;46;68.50;274.00
56;83;71.5;53.5;66.00;264.00
66;91;71.5;57;71.38;285.50
86;85;86.5;37.5;73.75;295.00
66;83;74;35.5;64.63;258.50
56;90;71.5;45;65.63;262.50
98.5;79;66.5;63.5;76.88;307.50
56;88.5;59;55;64.63;258.50
81;93;79;67;80.00;320.00
86.5;85.5;81.5;55.5;77.25;309.00
76;81;61.5;51;67.38;269.50
63.5;87;79;66;73.88;295.50
46;80;69;70;66.25;265.00
61;77;69;66;68.25;273.00
53.5;95;71.5;53.5;68.38;273.50
61;90;69;70;72.50;290.00
83.5;85.5;59;71;74.75;299.00
46;85;69;55.5;63.88;255.50
86;75;76.5;66;75.88;303.50
76;80.5;76.5;81.5;78.63;314.50
71;88.5;76.5;71.5;76.88;307.50
63.5;75;66.5;56;65.25;261.00
66;80.5;56.5;57.5;65.13;260.50
88.5;89;89;71;84.38;337.50
66;85.5;64;63.5;69.75;279.00
71;83;76.5;61;72.88;291.50
71;80.5;79;49.5;70.00;280.00
68.5;81;61.5;61;68.00;272.00
76;80.5;79;67.5;75.75;303.00
91;90.5;84;71;84.13;336.50
